passport_id,prisoner_id,current_prison_id,current_prison_name,prison_crowding_status,prison_occupancy_rate_pct,skill_india_digital_id,candidate_alias_or_name,gender,age,education_baseline,primary_trade_vocational,nsqf_level,certifying_agency,course_completion_status,workshop_production_hours,specific_machinery_skills,conduct_grade,soft_skills_completed,pwa_accumulated_savings_inr,target_job_domain,expected_minimum_wage_inr,preferred_work_districts,preferred_ngo_sector,rehabilitation_readiness_flag,consent_to_share_profile,verification_hash_qr
SKL-2026-0323,UTP-2026-0323,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99323,Amit Y.,Male,26,9th Standard,Data Entry & Office Automation,4,NIELIT / State Skill Development Mission,Certified,598,Typing 40+ WPM|MS Excel Fundamentals|Tally Prime Basics,A,Digital Ethics|Professional Email Writing,7529,IT & Office Administration,17500,Gautam Buddha Nagar|Ghaziabad,Youth Employment & Digital Literacy,True,True,3ab7bef2a78cd2...qr
SKL-2026-0324,UTP-2026-0324,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99324,Sanjay G.,Male,36,Illiterate (Adult Literacy Enrolled),Leather Goods Fabrication,3,Leather Sector Skill Council (LSSC),Assessment_Pending,439,Leather Skiving Machine|Heavy Duty Stitcher|Edge Burnisher,A,Anger Management Module|Stress Resilience,4093,Footwear & Leather Craft,15000,Ghaziabad|Meerut,Artisan Cooperatives & Reintegration,False,True,4961c3d445475c...qr
SKL-2026-0325,UTP-2026-0325,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99325,Rajesh S.,Male,41,10th Standard,Data Entry & Office Automation,4,NIELIT / State Skill Development Mission,Certified,384,Typing 40+ WPM|MS Excel Fundamentals|Tally Prime Basics,A,Financial Literacy & Bank Account Operations,3638,IT & Office Administration,17500,Meerut|Hapur,Youth Employment & Digital Literacy,True,True,21dbca511afb5b...qr
SKL-2026-0326,UTP-2026-0326,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99326,Balu M.,Male,25,10th Standard,Organic Farming & Horticulture,3,Agriculture Skill Council of India (ASCI),Certified,631,Drip Irrigation Setup|Composting Unit|Power Weeder,A,Financial Literacy & Bank Account Operations,8807,Agriculture & Rural Enterprise,14000,Meerut|Gautam Buddha Nagar,Rural Development & Agro Livelihoods,True,True,48971765a52370...qr
SKL-2026-0327,UTP-2026-0327,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99327,Dharmendra C.,Male,25,12th Standard,CNC Machine Operator,4,Capital Goods Skill Council / DGT,Certified,282,3-Axis CNC Lathe|G-Code Programming|Vernier Caliper,A,Workplace Safety & Hazard Control,3175,Industrial Tooling & Precision Machining,21000,Meerut|Hapur,Technical Livelihoods & Industry Linkages,True,True,2ff1d19578e607...qr
SKL-2026-0328,UTP-2026-0328,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99328,Vicky G.,Male,41,5th Standard,Leather Goods Fabrication,3,Leather Sector Skill Council (LSSC),In_Training,686,Leather Skiving Machine|Heavy Duty Stitcher|Edge Burnisher,A,Workplace Communication|Conflict Management,8919,Footwear & Leather Craft,15000,Gautam Buddha Nagar|Ghaziabad,Artisan Cooperatives & Reintegration,False,True,2a4bb2d2f454f8...qr
SKL-2026-0329,UTP-2026-0329,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99329,Sanjay G.,Male,40,9th Standard,Screen Printing & Packaging,2,Media & Entertainment Skill Council,Certified,225,Manual Screen Press|UV Exposure Unit|Ink Mixing,A,Team Coordination|Basic Numeracy,2454,Commercial Printing & Signage,13000,Meerut|Ghaziabad,Community Reintegration Support,True,True,1301deb33141d1...qr
SKL-2026-0330,UTP-2026-0330,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99330,Ganesh S.,Male,21,9th Standard,Domestic Electrician,3,Power Sector Skill Council / DGT,Certified,390,Single Phase Wiring|MCB Installation|Multimeter Testing,A,Workplace Communication|Conflict Management,3615,Electrical & Facility Maintenance,15500,Hapur|Gautam Buddha Nagar,Technical Livelihoods & Vocational Training,True,True,47ca5eafaf49e...qr
SKL-2026-0331,UTP-2026-0331,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99331,Santosh B.,Male,42,10th Standard,Bakery & Confectionery,3,FICSI / National Council for Vocational Training,Certified,403,Commercial Dough Mixer|Rotary Deck Oven|Bread Slicer,A,Digital Ethics|Professional Email Writing,4867,Food Processing & Bakery,14500,Ghaziabad|Hapur,Skill Training & Micro-enterprise,True,True,35084a843a79ef...qr
SKL-2026-0332,UTP-2026-0332,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99332,Pankaj J.,M,31,Illiterate (Adult Literacy Enrolled),Data Entry & Office Automation,4,NIELIT / State Skill Development Mission,Certified,677,Typing 40+ WPM|MS Excel Fundamentals|Tally Prime Basics,A,Digital Ethics|Professional Email Writing,7765,IT & Office Administration,17500,Ghaziabad|Gautam Buddha Nagar,Youth Employment & Digital Literacy,True,True,26fd7305dc8395...qr
SKL-2026-0333,UTP-2026-0333,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99333,Anil K.,Male,54,Illiterate (Adult Literacy Enrolled),CNC Machine Operator,4,Capital Goods Skill Council / DGT,In_Training,293,3-Axis CNC Lathe|G-Code Programming|Vernier Caliper,A,Team Coordination|Basic Numeracy,3698,Industrial Tooling & Precision Machining,21000,Meerut|Gautam Buddha Nagar,Technical Livelihoods & Industry Linkages,False,True,152871e4a6bd6d...qr
SKL-2026-0334,UTP-2026-0334,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99334,Dinesh M.,Male,25,9th Standard,Data Entry & Office Automation,4,NIELIT / State Skill Development Mission,Certified,322,Typing 40+ WPM|MS Excel Fundamentals|Tally Prime Basics,A,Workplace Communication|Conflict Management,2845,IT & Office Administration,17500,Gautam Buddha Nagar|Meerut,Youth Employment & Digital Literacy,True,True,391d6775895731...qr
SKL-2026-0335,UTP-2026-0335,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99335,Mahesh B.,Male,58,10th Standard,Screen Printing & Packaging,2,Media & Entertainment Skill Council,Certified,274,Manual Screen Press|UV Exposure Unit|Ink Mixing,A,Anger Management Module|Stress Resilience,2467,Commercial Printing & Signage,13000,Ghaziabad|Hapur,Community Reintegration Support,True,True,44fbf503eaaa4e...qr
SKL-2026-0336,UTP-2026-0336,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99336,Rakesh D.,Male,37,Illiterate (Adult Literacy Enrolled),Screen Printing & Packaging,2,Media & Entertainment Skill Council,Certified,343,Manual Screen Press|UV Exposure Unit|Ink Mixing,A,Team Coordination|Basic Numeracy,4255,Commercial Printing & Signage,13000,Hapur|Meerut,Community Reintegration Support,True,True,4bb3540536a049...qr
SKL-2026-0337,UTP-2026-0337,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99337,Suraj S.,Male,21,8th Standard,Domestic Electrician,3,Power Sector Skill Council / DGT,Certified,487,Single Phase Wiring|MCB Installation|Multimeter Testing,A,Team Coordination|Basic Numeracy,5042,Electrical & Facility Maintenance,15500,Gautam Buddha Nagar|Hapur,Technical Livelihoods & Vocational Training,True,True,47eb0f44fcbc98...qr
SKL-2026-0338,UTP-2026-0338,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99338,Gopal T.,Male,25,10th Standard,Domestic Electrician,3,Power Sector Skill Council / DGT,Certified,610,Single Phase Wiring|MCB Installation|Multimeter Testing,A,Digital Ethics|Professional Email Writing,7073,Electrical & Facility Maintenance,15500,Ghaziabad|Meerut,Technical Livelihoods & Vocational Training,True,True,2707ecc4d7cf4f...qr
SKL-2026-0339,UTP-2026-0339,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99339,Mahesh P.,Male,36,Illiterate (Adult Literacy Enrolled),Wood Furniture Making & Carpentry,3,Furniture & Fittings Skill Council (FFSC),Certified,537,Circular Saw|Wood Surface Planer|Laminate Press,C,Anger Management Module|Stress Resilience,7290,Furniture Manufacturing & Carpentry,16000,Ghaziabad|Hapur,Vocational Training & Micro-enterprise,False,False,3e109771b7edd2...qr
SKL-2026-0340,UTP-2026-0340,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99340,Mahesh S.,Male,56,5th Standard,CNC Machine Operator,4,Capital Goods Skill Council / DGT,Certified,567,3-Axis CNC Lathe|G-Code Programming|Vernier Caliper,A,Financial Literacy & Bank Account Operations,5751,Industrial Tooling & Precision Machining,21000,Ghaziabad|Meerut,Technical Livelihoods & Industry Linkages,True,True,43b21e41d3514d...qr
SKL-2026-0341,UTP-2026-0341,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99341,Sunil J.,Male,26,5th Standard,CNC Machine Operator,4,Capital Goods Skill Council / DGT,Certified,387,3-Axis CNC Lathe|G-Code Programming|Vernier Caliper,A,Workplace Communication|Conflict Management,3504,Industrial Tooling & Precision Machining,21000,Hapur|Ghaziabad,Technical Livelihoods & Industry Linkages,True,True,25dfda455320fa...qr
SKL-2026-0342,UTP-2026-0342,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99342,Suraj P.,Male,24,12th Standard,Organic Farming & Horticulture,3,Agriculture Skill Council of India (ASCI),Certified,524,Drip Irrigation Setup|Composting Unit|Power Weeder,B,Customer Service & Professional Etiquette,6382,Agriculture & Rural Enterprise,14000,Ghaziabad|Hapur,Rural Development & Agro Livelihoods,False,True,ca09215a3e53c...qr
SKL-2026-0343,UTP-2026-0343,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99343,Gopal V.,Male,41,5th Standard,Bakery & Confectionery,3,FICSI / National Council for Vocational Training,Certified,608,Commercial Dough Mixer|Rotary Deck Oven|Bread Slicer,B,Anger Management Module|Stress Resilience,6226,Food Processing & Bakery,14500,Meerut|Ghaziabad,Skill Training & Micro-enterprise,False,True,151cb2a5b62f5f...qr
SKL-2026-0344,UTP-2026-0344,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99344,Harish C.,Male,25,ITI Diploma,Screen Printing & Packaging,2,Media & Entertainment Skill Council,Certified,647,Manual Screen Press|UV Exposure Unit|Ink Mixing,A,Team Coordination|Basic Numeracy,7395,Commercial Printing & Signage,13000,Hapur|Ghaziabad,Community Reintegration Support,True,True,16cd0612f2852b...qr
SKL-2026-0345,UTP-2026-0345,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99345,Karan G.,Male,24,5th Standard,Screen Printing & Packaging,2,Media & Entertainment Skill Council,Certified,663,Manual Screen Press|UV Exposure Unit|Ink Mixing,A,Workplace Safety & Hazard Control,8212,Commercial Printing & Signage,13000,Meerut|Gautam Buddha Nagar,Community Reintegration Support,True,True,3831d1727943f0...qr
SKL-2026-0346,UTP-2026-0346,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99346,Raju K.,Male,42,9th Standard,Organic Farming & Horticulture,3,Agriculture Skill Council of India (ASCI),Certified,693,Drip Irrigation Setup|Composting Unit|Power Weeder,A,Financial Literacy & Bank Account Operations,8021,Agriculture & Rural Enterprise,14000,Ghaziabad|Gautam Buddha Nagar,Rural Development & Agro Livelihoods,True,True,1c7724611b33ed...qr
SKL-2026-0347,UTP-2026-0347,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99347,Pravin M.,Male,58,9th Standard,Bakery & Confectionery,3,FICSI / National Council for Vocational Training,Certified,605,Commercial Dough Mixer|Rotary Deck Oven|Bread Slicer,A,Anger Management Module|Stress Resilience,8402,Food Processing & Bakery,14500,Gautam Buddha Nagar|Ghaziabad,Skill Training & Micro-enterprise,True,False,48e4bfa18d52f7...qr
SKL-2026-0348,UTP-2026-0348,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99348,Gopal M.,Male,41,12th Standard,Garment Tailoring,3,Apparel Sector Skill Council / PMKVY,Certified,538,Single Needle Lockstitch|Overlock Machine|Pattern Cutting,A,Food Safety & Hygiene|Time Management,5071,Garment & Textile Manufacturing,15000,Ghaziabad|Hapur,Vocational Livelihood & Rehabilitation,True,True,30bd0fbd138ed...qr
SKL-2026-0349,UTP-2026-0349,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99349,Satish T.,Male,24,8th Standard,Screen Printing & Packaging,2,Media & Entertainment Skill Council,In_Training,513,Manual Screen Press|UV Exposure Unit|Ink Mixing,A,Team Coordination|Basic Numeracy,7006,Commercial Printing & Signage,13000,Hapur|Gautam Buddha Nagar,Community Reintegration Support,False,True,5f2188c5082031...qr
SKL-2026-0350,UTP-2026-0350,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99350,Rahul M.,Male,41,5th Standard,Leather Goods Fabrication,3,Leather Sector Skill Council (LSSC),Certified,510,Leather Skiving Machine|Heavy Duty Stitcher|Edge Burnisher,A,Team Coordination|Basic Numeracy,5909,Footwear & Leather Craft,15000,Hapur|Gautam Buddha Nagar,Artisan Cooperatives & Reintegration,True,True,2e4c2d510976ea...qr
SKL-2026-0351,UTP-2026-0351,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99351,Ajay S.,Male,42,12th Standard,Data Entry & Office Automation,4,NIELIT / State Skill Development Mission,Certified,245,Typing 40+ WPM|MS Excel Fundamentals|Tally Prime Basics,A,Anger Management Module|Stress Resilience,2852,IT & Office Administration,17500,Ghaziabad|Hapur,Youth Employment & Digital Literacy,True,True,23e8978186d575...qr
SKL-2026-0352,UTP-2026-0352,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99352,Rajesh J.,Male,42,5th Standard,Leather Goods Fabrication,3,Leather Sector Skill Council (LSSC),In_Training,347,Leather Skiving Machine|Heavy Duty Stitcher|Edge Burnisher,A,Workplace Safety & Hazard Control,4094,Footwear & Leather Craft,15000,Hapur|Ghaziabad,Artisan Cooperatives & Reintegration,False,True,43067071a08d0f...qr
SKL-2026-0353,UTP-2026-0353,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99353,Manoj K.,Male,57,8th Standard,Organic Farming & Horticulture,3,Agriculture Skill Council of India (ASCI),Certified,199,Drip Irrigation Setup|Composting Unit|Power Weeder,A,Food Safety & Hygiene|Time Management,2526,Agriculture & Rural Enterprise,14000,Ghaziabad|Hapur,Rural Development & Agro Livelihoods,True,True,39031ea419d58f...qr
SKL-2026-0354,UTP-2026-0354,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99354,Chetan R.,Male,42,9th Standard,Data Entry & Office Automation,4,NIELIT / State Skill Development Mission,Certified,601,Typing 40+ WPM|MS Excel Fundamentals|Tally Prime Basics,A,Financial Literacy & Bank Account Operations,5337,IT & Office Administration,17500,Gautam Buddha Nagar|Meerut,Youth Employment & Digital Literacy,True,True,50d05ea1e2843f...qr
SKL-2026-0355,UTP-2026-0355,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99355,Deepak S.,Male,31,ITI Diploma,Organic Farming & Horticulture,3,Agriculture Skill Council of India (ASCI),Certified,406,Drip Irrigation Setup|Composting Unit|Power Weeder,A,Financial Literacy & Bank Account Operations,5483,Agriculture & Rural Enterprise,14000,Gautam Buddha Nagar|Meerut,Rural Development & Agro Livelihoods,True,True,298acaf35b7289...qr
SKL-2026-0356,UTP-2026-0356,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99356,Rohit C.,Male,37,8th Standard,Leather Goods Fabrication,3,Leather Sector Skill Council (LSSC),Certified,679,Leather Skiving Machine|Heavy Duty Stitcher|Edge Burnisher,A,Team Coordination|Basic Numeracy,6988,Footwear & Leather Craft,15000,Hapur|Ghaziabad,Artisan Cooperatives & Reintegration,True,True,23e4d4e2906914...qr
SKL-2026-0357,UTP-2026-0357,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99357,Sachin T.,Male,39,5th Standard,Domestic Electrician,3,Power Sector Skill Council / DGT,In_Training,578,Single Phase Wiring|MCB Installation|Multimeter Testing,C,Digital Ethics|Professional Email Writing,7911,Electrical & Facility Maintenance,15500,Ghaziabad|Meerut,Technical Livelihoods & Vocational Training,False,False,23f677a3af0e4a...qr
SKL-2026-0358,UTP-2026-0358,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99358,Nitin Y.,Male,40,5th Standard,Garment Tailoring,3,Apparel Sector Skill Council / PMKVY,Certified,672,Single Needle Lockstitch|Overlock Machine|Pattern Cutting,A,Digital Ethics|Professional Email Writing,9252,Garment & Textile Manufacturing,15000,Meerut|Ghaziabad,Vocational Livelihood & Rehabilitation,True,True,31ebb615437d8e...qr
SKL-2026-0359,UTP-2026-0359,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99359,Chetan C.,Male,25,12th Standard,Data Entry & Office Automation,4,NIELIT / State Skill Development Mission,Certified,504,Typing 40+ WPM|MS Excel Fundamentals|Tally Prime Basics,A,Team Coordination|Basic Numeracy,6864,IT & Office Administration,17500,Gautam Buddha Nagar|Hapur,Youth Employment & Digital Literacy,True,True,487ba0d5215c07...qr
SKL-2026-0360,UTP-2026-0360,PRIS-UP-01,Dasna District Jail (Ghaziabad),Overcrowded,126.0,SID-UT-99360,Sunil K.,Male,22,8th Standard,Domestic Electrician,3,Power Sector Skill Council / DGT,Assessment_Pending,664,Single Phase Wiring|MCB Installation|Multimeter Testing,A,Team Coordination|Basic Numeracy,8952,Electrical & Facility Maintenance,15500,Ghaziabad|Meerut,Technical Livelihoods & Vocational Training,False,True,30c94232b371b1...qr
SKL-2026-0361,UTP-2026-0361,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99361,Pankaj G.,Male,38,Illiterate (Adult Literacy Enrolled),CNC Machine Operator,4,Capital Goods Skill Council / DGT,Certified,257,3-Axis CNC Lathe|G-Code Programming|Vernier Caliper,A,Food Safety & Hygiene|Time Management,3323,Industrial Tooling & Precision Machining,21000,Jalgaon|Ahmednagar,Technical Livelihoods & Industry Linkages,True,True,c7b50819fcf0c...qr
SKL-2026-0362,UTP-2026-0362,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99362,Gopal S.,Male,25,Illiterate (Adult Literacy Enrolled),Bakery & Confectionery,3,FICSI / National Council for Vocational Training,In_Training,376,Commercial Dough Mixer|Rotary Deck Oven|Bread Slicer,A,Food Safety & Hygiene|Time Management,3996,Food Processing & Bakery,14500,Dhule|Ahmednagar,Skill Training & Micro-enterprise,False,True,48ef68b57090c5...qr
SKL-2026-0363,UTP-2026-0363,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99363,Subhash V.,Male,38,Illiterate (Adult Literacy Enrolled),Wood Furniture Making & Carpentry,3,Furniture & Fittings Skill Council (FFSC),Certified,440,Circular Saw|Wood Surface Planer|Laminate Press,A,Workplace Communication|Conflict Management,5324,Furniture Manufacturing & Carpentry,16000,Jalgaon|Dhule,Vocational Training & Micro-enterprise,True,True,11cff78116c8e7...qr
SKL-2026-0364,UTP-2026-0364,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99364,Raju J.,Male,33,5th Standard,Organic Farming & Horticulture,3,Agriculture Skill Council of India (ASCI),Assessment_Pending,347,Drip Irrigation Setup|Composting Unit|Power Weeder,A,Workplace Communication|Conflict Management,4268,Agriculture & Rural Enterprise,14000,Ahmednagar|Dhule,Rural Development & Agro Livelihoods,False,True,330e4a13d26d46...qr
SKL-2026-0365,UTP-2026-0365,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99365,Rohit D.,Male,26,Illiterate (Adult Literacy Enrolled),CNC Machine Operator,4,Capital Goods Skill Council / DGT,Certified,558,3-Axis CNC Lathe|G-Code Programming|Vernier Caliper,A,Customer Service & Professional Etiquette,7650,Industrial Tooling & Precision Machining,21000,Dhule|Ahmednagar,Technical Livelihoods & Industry Linkages,True,True,112fa2b36c49d6...qr
SKL-2026-0366,UTP-2026-0366,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99366,Pravin M.,Male,22,10th Standard,Warehouse Packaging & Inventory,2,Logistics Sector Skill Council,In_Training,453,Handheld Barcode Scanner|Shrink Wrap Machine|Inventory Tagging,C,Food Safety & Hygiene|Time Management,3894,Logistics & Supply Chain,13500,Jalgaon|Dhule,Youth Livelihood & Logistics,False,False,2909ef12458dc2...qr
SKL-2026-0367,UTP-2026-0367,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99367,Manoj B.,Male,60,5th Standard,Bakery & Confectionery,3,FICSI / National Council for Vocational Training,Certified,428,Commercial Dough Mixer|Rotary Deck Oven|Bread Slicer,A,Financial Literacy & Bank Account Operations,5056,Food Processing & Bakery,14500,Jalgaon|Nashik,Skill Training & Micro-enterprise,True,True,224395b2ce4447...qr
SKL-2026-0368,UTP-2026-0368,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99368,Vinod G.,Male,18,8th Standard,Domestic Electrician,3,Power Sector Skill Council / DGT,Certified,386,Single Phase Wiring|MCB Installation|Multimeter Testing,A,Workplace Communication|Conflict Management,3914,Electrical & Facility Maintenance,15500,Dhule|Nashik,Technical Livelihoods & Vocational Training,True,True,d39d205cf22e4...qr
SKL-2026-0369,UTP-2026-0369,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99369,Ganesh K.,Male,56,8th Standard,Leather Goods Fabrication,3,Leather Sector Skill Council (LSSC),Certified,573,Leather Skiving Machine|Heavy Duty Stitcher|Edge Burnisher,A,Team Coordination|Basic Numeracy,6802,Footwear & Leather Craft,15000,Nashik|Jalgaon,Artisan Cooperatives & Reintegration,True,True,51ef8a5524efc3...qr
SKL-2026-0370,UTP-2026-0370,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99370,Usha S.,Female,40,10th Standard,Leather Goods Fabrication,3,Leather Sector Skill Council (LSSC),Certified,263,Leather Skiving Machine|Heavy Duty Stitcher|Edge Burnisher,A,Digital Ethics|Professional Email Writing,2402,Footwear & Leather Craft,15000,Jalgaon|Nashik,Artisan Cooperatives & Reintegration,True,True,5c10daf50eb9d5...qr
SKL-2026-0371,UTP-2026-0371,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99371,Sangeeta C.,Female,21,Illiterate (Adult Literacy Enrolled),Organic Farming & Horticulture,3,Agriculture Skill Council of India (ASCI),Certified,548,Drip Irrigation Setup|Composting Unit|Power Weeder,A,Digital Ethics|Professional Email Writing,5855,Agriculture & Rural Enterprise,14000,Dhule|Jalgaon,Rural Development & Agro Livelihoods,True,False,59e137b59410cb...qr
SKL-2026-0372,UTP-2026-0372,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99372,Vijay M.,Male,24,10th Standard,Screen Printing & Packaging,2,Media & Entertainment Skill Council,Certified,223,Manual Screen Press|UV Exposure Unit|Ink Mixing,A,Workplace Safety & Hazard Control,2161,Commercial Printing & Signage,13000,Nashik|Dhule,Community Reintegration Support,True,False,20b1c3c3447b0c...qr
SKL-2026-0373,UTP-2026-0373,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99373,Ashok K.,Male,35,Graduate (B.A./B.Com),Domestic Electrician,3,Power Sector Skill Council / DGT,In_Training,455,Single Phase Wiring|MCB Installation|Multimeter Testing,A,Workplace Communication|Conflict Management,4611,Electrical & Facility Maintenance,15500,Nashik|Ahmednagar,Technical Livelihoods & Vocational Training,False,True,2b2a668440602e...qr
SKL-2026-0374,UTP-2026-0374,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99374,Amit P.,Male,32,Illiterate (Adult Literacy Enrolled),Leather Goods Fabrication,3,Leather Sector Skill Council (LSSC),Certified,639,Leather Skiving Machine|Heavy Duty Stitcher|Edge Burnisher,C,Digital Ethics|Professional Email Writing,8850,Footwear & Leather Craft,15000,Nashik|Jalgaon,Artisan Cooperatives & Reintegration,False,False,119a2032d7b696...qr
SKL-2026-0375,UTP-2026-0375,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99375,Subhash S.,male,25,5th Standard,Warehouse Packaging & Inventory,2,Logistics Sector Skill Council,Certified,454,Handheld Barcode Scanner|Shrink Wrap Machine|Inventory Tagging,C,Workplace Safety & Hazard Control,4227,Logistics & Supply Chain,13500,Ahmednagar|Jalgaon,Youth Livelihood & Logistics,False,True,37a8a9740cbb92...qr
SKL-2026-0376,UTP-2026-0376,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99376,Dinesh J.,Male,38,9th Standard,Bakery & Confectionery,3,FICSI / National Council for Vocational Training,Certified,535,Commercial Dough Mixer|Rotary Deck Oven|Bread Slicer,B,Anger Management Module|Stress Resilience,6560,Food Processing & Bakery,14500,Jalgaon|Dhule,Skill Training & Micro-enterprise,False,True,39526cf4fbd09f...qr
SKL-2026-0377,UTP-2026-0377,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99377,Mukesh T.,Male,23,9th Standard,CNC Machine Operator,4,Capital Goods Skill Council / DGT,Assessment_Pending,348,3-Axis CNC Lathe|G-Code Programming|Vernier Caliper,A,Workplace Safety & Hazard Control,3189,Industrial Tooling & Precision Machining,21000,Dhule|Jalgaon,Technical Livelihoods & Industry Linkages,False,True,29f9eda43782e9...qr
SKL-2026-0378,UTP-2026-0378,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99378,Pankaj M.,Male,36,ITI Diploma,Warehouse Packaging & Inventory,2,Logistics Sector Skill Council,Certified,692,Handheld Barcode Scanner|Shrink Wrap Machine|Inventory Tagging,A,Financial Literacy & Bank Account Operations,8770,Logistics & Supply Chain,13500,Nashik|Dhule,Youth Livelihood & Logistics,True,True,1551a9a1427fe3...qr
SKL-2026-0379,UTP-2026-0379,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99379,Gopal D.,Male,38,Illiterate (Adult Literacy Enrolled),Garment Tailoring,3,Apparel Sector Skill Council / PMKVY,Certified,521,Single Needle Lockstitch|Overlock Machine|Pattern Cutting,A,Financial Literacy & Bank Account Operations,5269,Garment & Textile Manufacturing,15000,Dhule|Nashik,Vocational Livelihood & Rehabilitation,True,True,33f53b940288c2...qr
SKL-2026-0380,UTP-2026-0380,PRIS-MH-05,Nashik Road Central Prison,Under Capacity,83.1,SID-MA-99380,Vicky M.,Male,18,5th Standard,Organic Farming & Horticulture,3,Agriculture Skill Council of India (ASCI),Certified,168,Drip Irrigation Setup|Composting Unit|Power Weeder,A,Team Coordination|Basic Numeracy,2014,Agriculture & Rural Enterprise,14000,Nashik|Dhule,Rural Development & Agro Livelihoods,True,True,2d3c7944161cb3...qr
