prisoner_id,case_cnr,prison_id,prison_name,prison_state,prison_district,prison_capacity,prison_occupancy,occupancy_rate_pct,crowding_status,overcrowding_level,overcrowding_gap,available_beds,ward_name,ward_capacity,ward_occupancy,ward_occupancy_rate_pct,transfer_candidate_flag,decongestion_priority_score,gender,age,primary_offence_section,offence_category_name,charges_framed_flag,max_sentence_months,death_or_life_flag,prior_conviction_flag,pending_case_count,custody_start_date,accused_delay_days,net_custody_days,threshold_type,statutory_threshold_days,sec479_eligibility,dlsa_unit_id,pro_bono_lawyer_id,pro_bono_lawyer_name,pro_bono_assigned_date,legal_aid_status,bail_status,last_hearing_date,next_hearing_date,release_order_date,actual_release_date,days_post_bail_order,surety_type,antil_7day_breach_flag,personal_bond_petition_status,medical_needs,security_risk
UTP-2026-0156,DEWE01-952283-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,197,197.0,True,0.97,Male,37,Sec 305 BNS / 380 IPC,Theft in Dwelling House / Burglary,True,84.0,False,False,1,2023-07-17,0,1132,1/3_first_timer,852.0,Eligible,DLSA-DL-WEST,PBL-DL-101,Adv. Rohit K. Sharma,2026-03-08,Assigned,Pending_Hearing,2026-07-10,2026-08-31,,,,,False,Pre_Draft_Generated,,Low
UTP-2026-0157,DEWE01-863119-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,203,203.0,True,0.7,Male,41,Sec 316(2) BNS / 406 IPC,Criminal Breach of Trust,True,36.0,False,True,3,2024-12-19,0,611,1/2_repeat_offender,547.0,Blocked_Multiple_FIRs,DLSA-DL-WEST,PBL-DL-102,Adv. Meenakshi Lekhi,2026-05-02,Assigned,Pending_Hearing,2026-08-17,2026-08-30,,,,,False,Multi_Case_Verification_Pending,Chronic Kidney Disease (Requires Dialysis / Level 3),Medium
UTP-2026-0158,DEWE01-721748-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,205,205.0,True,0.76,Male,34,Sec 303(2) BNS / 379 IPC,Theft,False,36.0,False,False,1,2025-10-19,0,307,1/3_first_timer,365.0,Ineligible_Under_Time,DLSA-DL-WEST,,,,Unassigned,Pending_Hearing,2026-08-18,2026-09-15,,,,,False,Not_Applicable,,Low
UTP-2026-0159,DEWE01-422266-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,196,196.0,True,0.53,Male,34,Sec 303(2) BNS / 379 IPC,Theft,False,36.0,False,False,2,2026-07-25,0,28,1/3_first_timer,365.0,Blocked_Multiple_FIRs,DLSA-DL-WEST,PBL-DL-101,Adv. Rohit K. Sharma,2026-07-30,Assigned,Pending_Hearing,2026-07-30,2026-09-19,,,,,False,Multi_Case_Verification_Pending,,Medium
UTP-2026-0160,DEWE01-494401-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,204,204.0,True,0.68,Male,34,Sec 117(2) BNS / 325 IPC,Voluntarily Causing Grievous Hurt,True,84.0,False,False,1,2026-07-27,0,26,1/3_first_timer,852.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-102,Adv. Meenakshi Lekhi,2026-08-08,Assigned,Pending_Trial,2026-08-07,2026-09-03,,,,,False,Not_Applicable,Chronic Kidney Disease (Requires Dialysis / Level 3),Low
UTP-2026-0161,DEWE01-632195-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,199,199.0,True,0.67,Male,58,Sec 189(2) BNS / 147 IPC,Rioting / Unlawful Assembly,False,24.0,False,False,1,2026-07-14,150,1,1/3_first_timer,243.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-101,Adv. Rohit K. Sharma,2026-08-07,Assigned,Pending_Hearing,2026-07-09,2026-08-27,,,,,False,Not_Applicable,Tuberculosis (Isolation / Level 2 Inpatient),Low
UTP-2026-0162,DEWE01-341238-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,203,203.0,True,0.7,Male,38,Sec 117(2) BNS / 325 IPC,Voluntarily Causing Grievous Hurt,True,84.0,False,False,1,2026-04-29,0,115,1/3_first_timer,852.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-102,Adv. Meenakshi Lekhi,2026-07-25,Assigned,Not_Applied,2026-08-07,2026-09-23,,,,,False,Not_Applicable,Hypertension (Level 1),Low
UTP-2026-0163,DEWE01-679606-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,203,203.0,True,0.95,Male,40,Sec 115(2) BNS / 323 IPC,Voluntarily Causing Hurt (Assault),True,12.0,False,False,1,2024-01-14,0,951,1/3_first_timer,122.0,Eligible,DLSA-DL-WEST,PBL-DL-103,Adv. Alok Verma,2026-01-01,Assigned,Bail Granted,2026-08-05,2026-09-09,2026-07-31,,22.0,"Cash Surety ₹25,000",True,Order_Modified_Awaiting_Warrant,,Low
UTP-2026-0164,DEWE01-269662-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,201,201.0,True,0.69,Male,26,Sec 303(2) BNS / 379 IPC,Theft,True,36.0,False,False,1,2026-06-17,0,66,1/3_first_timer,365.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-101,Adv. Rohit K. Sharma,2026-06-18,Assigned,Hearing_Scheduled,2026-07-11,2026-08-29,,,,,False,Not_Applicable,,Low
UTP-2026-0165,DEWE01-839113-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,194,194.0,True,0.62,Male,19,Sec 309(4) BNS / 392 IPC,Robbery,True,120.0,False,True,1,2025-09-10,0,346,1/2_repeat_offender,1825.0,Ineligible_Under_Time,DLSA-DL-WEST,,,,Unassigned,Pending_Trial,2026-08-07,2026-09-08,,,,,False,Not_Applicable,,Medium
UTP-2026-0166,DEWE01-191549-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,206,206.0,True,0.91,Male,59,Sec 303(2) BNS / 379 IPC,Theft,False,36.0,False,False,1,2024-05-03,30,811,1/3_first_timer,365.0,Eligible,DLSA-DL-WEST,PBL-DL-103,Adv. Alok Verma,2026-03-05,Assigned,Bail Granted,2026-08-19,2026-09-12,2026-07-11,,42.0,"Cash Surety ₹25,000",True,Hearing_Scheduled_For_Relaxation,,Low
UTP-2026-0167,DEWE01-337798-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,198,198.0,True,0.69,Male,41,Sec 305 BNS / 380 IPC,Theft in Dwelling House / Burglary,True,84.0,False,False,1,2026-06-23,0,60,1/3_first_timer,852.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-103,Adv. Alok Verma,2026-07-25,Assigned,Not_Applied,2026-08-09,2026-09-05,,,,,False,Not_Applicable,,Low
UTP-2026-0168,DEWE01-435772-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,196,196.0,True,0.77,Male,26,Sec 117(2) BNS / 325 IPC,Voluntarily Causing Grievous Hurt,True,84.0,False,False,1,2025-09-11,0,345,1/3_first_timer,852.0,Ineligible_Under_Time,DLSA-DL-WEST,,,,Unassigned,Hearing_Scheduled,2026-07-15,2026-09-03,,,,,False,Not_Applicable,,Low
UTP-2026-0169,DEWE01-809952-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,193,193.0,True,0.73,Male,35,Sec 303(2) BNS / 379 IPC,Theft,False,36.0,False,True,1,2026-02-09,0,194,1/2_repeat_offender,547.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-102,Adv. Meenakshi Lekhi,2026-05-06,Assigned,Pending_Trial,2026-07-28,2026-08-25,,,,,False,Not_Applicable,,Low
UTP-2026-0170,DEWE01-719371-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,202,202.0,True,0.53,Male,25,Sec 324(2) BNS / 427 IPC,Mischief Causing Damage,True,24.0,False,True,1,2026-07-16,0,37,1/2_repeat_offender,365.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-101,Adv. Rohit K. Sharma,2026-07-17,Assigned,Hearing_Scheduled,2026-07-27,2026-09-12,,,,,False,Not_Applicable,,Medium
UTP-2026-0171,DEWE01-169966-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,204,204.0,True,0.76,Male,32,Sec 117(2) BNS / 325 IPC,Voluntarily Causing Grievous Hurt,False,84.0,False,False,2,2025-10-25,0,301,1/3_first_timer,852.0,Blocked_Multiple_FIRs,DLSA-DL-WEST,PBL-DL-101,Adv. Rohit K. Sharma,2026-01-08,Assigned,Verification_Required,2026-08-04,2026-09-04,,,,,False,Multi_Case_Verification_Pending,,Low
UTP-2026-0172,DEWE01-966985-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,193,193.0,True,0.69,Male,25,Sec 318(2) BNS / 420 IPC,Cheating & Dishonesty,True,36.0,False,False,1,2026-05-25,30,59,1/3_first_timer,365.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-102,Adv. Meenakshi Lekhi,2026-06-21,Assigned,Pending_Hearing,2026-07-30,2026-09-04,,,,,False,Not_Applicable,,Low
UTP-2026-0173,DEWE01-130156-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,201,201.0,True,0.74,Male,41,Sec 305 BNS / 380 IPC,Theft in Dwelling House / Burglary,True,84.0,False,True,1,2025-12-07,15,243,1/2_repeat_offender,1277.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-101,Adv. Rohit K. Sharma,2026-07-24,Assigned,Hearing_Scheduled,2026-08-19,2026-09-24,,,,,False,Not_Applicable,,Low
UTP-2026-0174,DEWE01-707913-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,196,196.0,True,0.77,Male,20,Sec 189(2) BNS / 147 IPC,Rioting / Unlawful Assembly,True,24.0,False,True,1,2025-04-21,150,338,1/2_repeat_offender,365.0,Approaching_Threshold_27d,DLSA-DL-WEST,PBL-DL-101,Adv. Rohit K. Sharma,2026-02-10,Assigned,Not_Applied,2026-08-08,2026-09-12,,,,,False,Not_Applicable,Chronic Kidney Disease (Requires Dialysis / Level 3),Low
UTP-2026-0175,DEWE01-838963-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,203,203.0,True,0.56,Male,20,Sec 303(2) BNS / 379 IPC,Theft,True,36.0,False,True,1,2026-03-27,0,148,1/2_repeat_offender,547.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-103,Adv. Alok Verma,2026-04-30,Assigned,Not_Applied,2026-08-02,2026-09-21,,,,,False,Not_Applicable,,Medium
UTP-2026-0176,DEWE01-545334-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,195,195.0,True,0.77,Male,25,Sec 309(4) BNS / 392 IPC,Robbery,True,120.0,False,False,1,2025-09-12,0,344,1/3_first_timer,1217.0,Ineligible_Under_Time,DLSA-DL-WEST,,,,Unassigned,Pending_Trial,2026-07-20,2026-09-26,,,,,False,Not_Applicable,,Low
UTP-2026-0177,DEWE01-588659-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,204,204.0,True,0.69,Male,40,Sec 318(2) BNS / 420 IPC,Cheating & Dishonesty,True,36.0,False,False,1,2026-06-25,0,58,1/3_first_timer,365.0,Ineligible_Under_Time,DLSA-DL-WEST,,Private Counsel Engaged,,Private_Counsel,Pending_Hearing,2026-08-18,2026-09-21,,,,,False,Not_Applicable,Hypertension (Level 1),Low
UTP-2026-0178,DEWE01-631297-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,199,199.0,True,0.72,Male,39,Sec 316(2) BNS / 406 IPC,Criminal Breach of Trust,False,36.0,False,False,1,2026-02-27,0,176,1/3_first_timer,365.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-101,Adv. Rohit K. Sharma,2026-07-11,Assigned,Pending_Hearing,2026-07-28,2026-09-16,,,,,False,Not_Applicable,Tuberculosis (Isolation / Level 2 Inpatient),Low
UTP-2026-0179,DEWE01-121393-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,208,208.0,True,0.72,Male,38,Sec 318(2) BNS / 420 IPC,Cheating & Dishonesty,True,36.0,False,False,1,2026-03-12,0,163,1/3_first_timer,365.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-102,Adv. Meenakshi Lekhi,2026-04-06,Assigned,Not_Applied,2026-07-09,2026-09-15,,,,,False,Not_Applicable,Severe Cardiac / Requires Level 3 Hospital Care,Low
UTP-2026-0180,DEWE01-319927-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,195,195.0,True,0.84,Male,20,Sec 117(2) BNS / 325 IPC,Voluntarily Causing Grievous Hurt,True,84.0,False,False,1,2025-01-13,0,586,1/3_first_timer,852.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-103,Adv. Alok Verma,2026-04-18,Assigned,Not_Applied,2026-07-09,2026-09-29,,,,,False,Not_Applicable,,Low
UTP-2026-0181,DEWE01-167557-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,198,198.0,True,0.52,Male,41,Sec 309(4) BNS / 392 IPC,Robbery,False,120.0,False,False,1,2026-07-08,30,15,1/3_first_timer,1217.0,Ineligible_Under_Time,DLSA-DL-WEST,,Private Counsel Engaged,,Private_Counsel,Hearing_Scheduled,2026-08-01,2026-09-23,,,,,False,Not_Applicable,Chronic Kidney Disease (Requires Dialysis / Level 3),Medium
UTP-2026-0182,DEWE01-526777-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,194,194.0,True,0.81,Male,33,Sec 115(2) BNS / 323 IPC,Voluntarily Causing Hurt (Assault),True,12.0,False,False,2,2025-04-24,0,485,1/3_first_timer,122.0,Blocked_Multiple_FIRs,DLSA-DL-WEST,PBL-DL-103,Adv. Alok Verma,2026-01-26,Assigned,Pending_Hearing,2026-07-18,2026-09-10,,,,,False,Multi_Case_Verification_Pending,,Low
UTP-2026-0183,DEWE01-815903-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,208,208.0,True,0.68,Male,26,Sec 305 BNS / 380 IPC,Theft in Dwelling House / Burglary,True,84.0,False,False,3,2026-04-07,90,47,1/3_first_timer,852.0,Blocked_Multiple_FIRs,DLSA-DL-WEST,,Private Counsel Engaged,,Private_Counsel,Verification_Required,2026-07-09,2026-08-28,,,,,False,Multi_Case_Verification_Pending,Tuberculosis (Isolation / Level 2 Inpatient),Low
UTP-2026-0184,DEWE01-526024-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,207,207.0,True,0.97,Male,58,Sec 189(2) BNS / 147 IPC,Rioting / Unlawful Assembly,True,24.0,False,False,2,2023-04-28,0,1212,1/3_first_timer,243.0,Blocked_Multiple_FIRs,DLSA-DL-WEST,PBL-DL-101,Adv. Rohit K. Sharma,2026-01-13,Assigned,Verification_Required,2026-08-10,2026-09-10,,,,,False,Multi_Case_Verification_Pending,,Low
UTP-2026-0185,DEWE01-848226-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Ward-F (Female Barrack),60,118,196.7,True,0.55,Female,24,Sec 303(2) BNS / 379 IPC,Theft,False,36.0,False,False,1,2026-05-07,0,107,1/3_first_timer,365.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-101,Adv. Rohit K. Sharma,2026-08-02,Assigned,Not_Applied,2026-07-25,2026-09-17,,,,,False,Not_Applicable,Hypertension (Level 1),Medium
UTP-2026-0186,DEWE01-556297-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,203,203.0,True,0.68,Male,26,Sec 303(2) BNS / 379 IPC,Theft,False,36.0,False,True,1,2026-07-04,0,49,1/2_repeat_offender,547.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-103,Adv. Alok Verma,2026-07-30,Assigned,Hearing_Scheduled,2026-08-02,2026-09-06,,,,,False,Not_Applicable,,Low
UTP-2026-0187,DEWE01-154644-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,206,206.0,True,0.77,Male,24,Sec 303(2) BNS / 379 IPC,Theft,True,36.0,False,False,1,2025-09-05,0,351,1/3_first_timer,365.0,Approaching_Threshold_14d,DLSA-DL-WEST,PBL-DL-102,Adv. Meenakshi Lekhi,2026-04-05,Assigned,Pending_Trial,2026-07-12,2026-09-18,,,,,False,Not_Applicable,Hypertension (Level 1),Low
UTP-2026-0188,DEWE01-396668-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,202,202.0,True,0.67,Male,41,Sec 117(2) BNS / 325 IPC,Voluntarily Causing Grievous Hurt,True,84.0,False,False,1,2026-06-06,150,1,1/3_first_timer,852.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-102,Adv. Meenakshi Lekhi,2026-08-06,Assigned,Pending_Hearing,2026-08-08,2026-09-03,,,,,False,Not_Applicable,,Low
UTP-2026-0189,DEWE01-690607-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,201,201.0,True,0.55,Male,25,Sec 117(2) BNS / 325 IPC,Voluntarily Causing Grievous Hurt,True,84.0,False,False,1,2026-05-15,0,99,1/3_first_timer,852.0,Ineligible_Under_Time,DLSA-DL-WEST,,Private Counsel Engaged,,Private_Counsel,Pending_Trial,2026-07-30,2026-08-26,,,,,False,Not_Applicable,Tuberculosis (Isolation / Level 2 Inpatient),Medium
UTP-2026-0190,DEWE01-867080-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,197,197.0,True,0.52,Male,58,Sec 324(2) BNS / 427 IPC,Mischief Causing Damage,True,24.0,False,False,2,2026-07-31,0,22,1/3_first_timer,243.0,Blocked_Multiple_FIRs,DLSA-DL-WEST,PBL-DL-102,Adv. Meenakshi Lekhi,2026-08-10,Assigned,Bail_Pending,2026-08-05,2026-09-19,,,,,False,Multi_Case_Verification_Pending,,Medium
UTP-2026-0191,DEWE01-194604-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,194,194.0,True,0.7,Male,23,Sec 305 BNS / 380 IPC,Theft in Dwelling House / Burglary,True,84.0,False,False,1,2026-05-19,0,95,1/3_first_timer,852.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-103,Adv. Alok Verma,2026-07-24,Assigned,Pending_Hearing,2026-07-20,2026-09-27,,,,,False,Not_Applicable,,Low
UTP-2026-0192,DEWE01-714012-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,207,207.0,True,0.52,Male,25,Sec 189(2) BNS / 147 IPC,Rioting / Unlawful Assembly,True,24.0,False,True,1,2026-07-15,60,1,1/2_repeat_offender,365.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-103,Adv. Alok Verma,2026-07-20,Assigned,Pending_Trial,2026-07-22,2026-09-22,,,,,False,Not_Applicable,,Medium
UTP-2026-0193,DEWE01-746703-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,207,207.0,True,0.52,Male,40,Sec 305 BNS / 380 IPC,Theft in Dwelling House / Burglary,False,84.0,False,False,1,2026-07-14,30,9,1/3_first_timer,852.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-103,Adv. Alok Verma,2026-08-08,Assigned,Hearing_Scheduled,2026-07-10,2026-09-09,,,,,False,Not_Applicable,Tuberculosis (Isolation / Level 2 Inpatient),Medium
UTP-2026-0194,DEWE01-450067-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Ward-F (Female Barrack),60,122,203.3,True,0.97,Female,22,Sec 189(2) BNS / 147 IPC,Rioting / Unlawful Assembly,True,24.0,False,False,1,2023-04-03,0,1237,1/3_first_timer,243.0,Eligible,DLSA-DL-WEST,PBL-DL-102,Adv. Meenakshi Lekhi,2026-05-02,Assigned,Released_On_Personal_Bond,2026-07-20,2026-09-26,2026-07-04,2026-07-09,5.0,Personal Recognizance Bond,False,Order_Modified_And_Executed,,Low
UTP-2026-0195,DEWE01-983390-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,198,198.0,True,0.71,Male,26,Sec 305 BNS / 380 IPC,Theft in Dwelling House / Burglary,True,84.0,False,False,1,2026-04-01,0,143,1/3_first_timer,852.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-101,Adv. Rohit K. Sharma,2026-06-20,Assigned,Hearing_Scheduled,2026-08-02,2026-08-30,,,,,False,Not_Applicable,,Low
UTP-2026-0196,DEWE01-689280-2024,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,198,198.0,True,0.7,Male,37,Sec 303(2) BNS / 379 IPC,Theft,False,36.0,False,False,1,2026-05-19,0,95,1/3_first_timer,365.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-103,Adv. Alok Verma,2026-05-27,Assigned,Pending_Hearing,2026-07-09,2026-08-31,,,,,False,Not_Applicable,Chronic Diabetes (Level 1 Dispensary),Low
UTP-2026-0197,DEWE01-481405-2025,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,204,204.0,True,0.89,Male,38,Sec 189(2) BNS / 147 IPC,Rioting / Unlawful Assembly,True,24.0,False,True,1,2024-08-16,0,736,1/2_repeat_offender,365.0,Eligible,DLSA-DL-WEST,PBL-DL-101,Adv. Rohit K. Sharma,2026-06-05,Assigned,Bail Granted,2026-07-28,2026-09-20,2026-07-30,,23.0,"Cash Surety ₹25,000",True,Order_Modified_Awaiting_Warrant,Hypertension (Level 1),Low
UTP-2026-0198,DEWE01-702466-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,207,207.0,True,0.82,Male,25,Sec 115(2) BNS / 323 IPC,Voluntarily Causing Hurt (Assault),True,12.0,False,False,2,2025-03-20,0,520,1/3_first_timer,122.0,Blocked_Multiple_FIRs,DLSA-DL-WEST,PBL-DL-103,Adv. Alok Verma,2026-03-09,Assigned,Pending_Hearing,2026-08-11,2026-09-19,,,,,False,Multi_Case_Verification_Pending,Tuberculosis (Isolation / Level 2 Inpatient),Low
UTP-2026-0199,DEWE01-267800-2023,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,207,207.0,True,0.68,Male,24,Sec 318(2) BNS / 420 IPC,Cheating & Dishonesty,True,36.0,False,False,1,2026-06-30,0,53,1/3_first_timer,365.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-102,Adv. Meenakshi Lekhi,2026-07-27,Assigned,Pending_Trial,2026-07-11,2026-09-26,,,,,False,Not_Applicable,,Low
UTP-2026-0200,DEWE01-253672-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,205,205.0,True,0.97,Male,35,Sec 117(2) BNS / 325 IPC,Voluntarily Causing Grievous Hurt,False,84.0,False,True,1,2023-04-23,120,1097,1/2_repeat_offender,1277.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-103,Adv. Alok Verma,2026-01-25,Assigned,Hearing_Scheduled,2026-07-26,2026-09-10,,,,,False,Not_Applicable,Tuberculosis (Isolation / Level 2 Inpatient),Low
UTP-2026-0201,DEWE01-730823-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,203,203.0,True,0.53,Male,42,Sec 309(4) BNS / 392 IPC,Robbery,True,120.0,False,True,1,2026-07-19,0,34,1/2_repeat_offender,1825.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-101,Adv. Rohit K. Sharma,2026-08-08,Assigned,Hearing_Scheduled,2026-08-11,2026-10-01,,,,,False,Not_Applicable,,Medium
UTP-2026-0202,DEWE01-898678-2026,PRIS-DL-01,Tihar Central Prison No. 4,Delhi,West Delhi,740,1485,200.7,Overcrowded,Critical,745,0,Barrack-04 (General),100,194,194.0,True,0.69,Male,34,Sec 303(2) BNS / 379 IPC,Theft,False,36.0,False,True,1,2026-06-16,0,67,1/2_repeat_offender,547.0,Ineligible_Under_Time,DLSA-DL-WEST,PBL-DL-103,Adv. Alok Verma,2026-06-17,Assigned,Pending_Hearing,2026-07-23,2026-09-11,,,,,False,Not_Applicable,,Low
